name,minutes,nutrition,n_steps,steps,description,ingredients,ingredients
a fun and frolic kind of avocado  bacon  and tomato wrap yippee,25,"[74.9, 7.0, 7.0, 12.0, 9.0, 10.0, 1.0]",10,"['cook bacon your preferred method', 'could be in microwave , iron skillet , or baked', ""warm tortilla's or pita in microwave for 10 seconds , or in oven wrapped in foil for 10 minutes at 350degrees"", ""as tortilla's are warmed , spread sour cream , or mayonnaise thinly on inner part"", 'add cheese lightly', 'add lettuce , tomato , bacon , green onion , and avocado nicely and roll carefully', 'add salt and pepper , and devour at one end', 'make sure your shoes are off , and you have a candle lit', 'it makes this extra special', 'try it and see']","you can smell the bacon from the outside the house. fall is approaching and the wind has picked up a little bit, and a nice breeze is blowing from the south, which in turn transfers the aroma of fresh bacon right out the window and into your nose. dennis was wondering what was going on, after all, it was the middle of a fall afternoon. the door creaks open, dennis slips off his boots, hangs up his hat on the pegged hanger, and rushes into the kitchen. i turned around to greet him with a smile, and laughing at his questioning look, i tilt my head and say, ""it's bacon dennis!"" ""i know, i know...."" tests dennis with a small voice. dennis loves bacon. he will eat a couple of pieces a day, that would be, if i let him. i decided i would at least bring some healthfulness to him, and something tasty at the same time. one piece of bacon, wrapped in a tortilla, (or pita for that matter) with an abundance of lettuce, tomato, and special spritely green onion with a spot of cheese dotted on the top would be the answer to his dream.","['cooked bacon', 'tomatoes', 'green onion', 'shredded cheddar cheese', 'sour cream', 'lettuce', 'salt', 'pepper', 'avocado', 'tabasco sauce']",10
a fuzzy thing,2,"[131.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",3,"['pour alcohol first , then add the juice', 'a little sour mix is needed , but not enough to overpower the juice', ""shake before serving , and make sure there isn't too much ice in the drink""]","this is a fruity drink that was invented by a friend of mine and i should give him credit for it. he introduced it to me, so here's to you bobby!","['absolut citron vodka', 'triple sec', 'peach schnapps', 'orange juice', 'pineapple juice', 'sour mix']",6
a gallon of bloody mary,10,"[124.5, 0.0, 13.0, 10.0, 1.0, 0.0, 1.0]",6,"['mix the celery salt and pepper in a small bowl', 'mix the horseradish , worcestershire sauce , and lime juice in a small bowl', 'in a gallon container , combine both mixtures with the tomato juice and vodka , stirring well', 'serve over ice and garnish with celery', ""if you're preparing this ahead of time , mix all except for the vodka and refrigerate"", 'add the vodka before serving']",what can i say? a gallon of bloody marys that's good for a party!,"['celery salt', 'fresh ground pepper', 'prepared horseradish', 'worcestershire sauce', 'lime juice', 'tomato juice', 'vodka', 'celery rib']",8
a golden chicken,60,"[635.8, 71.0, 0.0, 17.0, 100.0, 66.0, 0.0]",6,"['in a small bowl , combine mexican oregano , kosher salt garlic powder and black pepper', 'rinse chicken and pat dry', 'sprinkle the spice mixture into the breast cavity and add 2 small bay leaves', 'place the bird on a rack in a roasting pan', 'brush skin well with annatto oil', 'roast the chicken in a preheated 375 degree oven for 45-50 minutes or until juices run clear when pricked']",i wonder where did the golden egg come from? this is a simple and tasty dish.,"['mexican oregano', 'kosher salt', 'garlic powder', 'fresh ground black pepper', 'roasting chickens', 'bay leaves', 'annatto oil']",7
a good barbecue sauce,35,"[297.0, 0.0, 301.0, 38.0, 3.0, 0.0, 26.0]",2,"['in a medium saucepan , combine the cola , ketchup , onion , garlic powder , hot pepper sauce and honey', 'cook over medium heat until thickened']","a quick, easy and tasty barbecue sauce. use it on ribs or chicken.","['cola', 'ketchup', 'onion', 'garlic powder', 'hot pepper sauce', 'honey']",6
a good easy garlic chicken,20,"[218.1, 18.0, 0.0, 8.0, 50.0, 30.0, 0.0]",3,"['melt butter in a large skillet over medium high heat', 'add chicken and sprinkle with garlic powder , seasoning salt and onion powder', 'saute about 10 to 15 minutes on each side , or until chicken is cooked through and juices run clear']","sprinkle chicken breasts with garlic powder, onion powder and seasoning salt - then sautee and enjoy. couldn't be easier! great recipe for quick and easy meal, even for the pickiest eater!","['butter', 'boneless skinless chicken breast halves', 'garlic powder', 'seasoning salt', 'onion powder']",5
a goulash for the ages  so easy,20,"[387.6, 27.0, 100.0, 40.0, 47.0, 35.0, 11.0]",5,"['brown ground beef and strain', 'add both cans of soup', 'add the rest of the ingredients to the soup and ground beef', 'let it heat up thoroughly', 'serve over macaroni noodles']","i adopted this goulash from my boyfriend's father. i haven't seen anybody else cook it this way. i don't measure any of the ingredients when i cook it, so unfortunately the measurements here are not exact. just keep adding more of the ingredients until you get the taste you want. it is a sweet goulash, but the mustard and the vinegar give it a little bite! you could add canned tomatoes or onion to it, but i like bare bones. very easy to make.","['ground beef', 'condensed tomato soup', 'prepared yellow mustard', 'white vinegar', 'worcestershire sauce', 'brown sugar']",6
a grape picker s lunch  sausages and lentils with thyme and wine,60,"[718.3, 62.0, 23.0, 55.0, 75.0, 63.0, 14.0]",12,"['heat the oil in a large casserole dish such as a le creuset or dutch oven and over a medium heat fry the bacon until crispy', 'remove the bacon and then add the sausages , brown them on all sides', 'remove the sausages', 'add the onion chunks and turn up the heat so that they soften and take on a crispy caramel colour', 'put the sausages back into the dish and add the thyme , lentils and garlic , cook for a minute stirring all the time', 'then add the stock or consomm and the wine', 'lower the heat to a slow simmer and partially cover with a lid', 'simmer for 35 minutes , or until the lentils are tender and the sausages cooked through', 'season with salt and pepper to taste , and then crumble in the crispy bacon just before serving , with a few more fresh thyme leaves', 'allow people to help themselves from the pot in the middle of the table', 'serve with assorted salads , bread , cheese and a glass or three of wine !', 'vive la vendange !']","i am lucky enough to live in the cognac and pineau grape growing area of south west france - we also grow grapes for the excellent local (charente-maritime) wine in this area. our woodman, monsieur jacquot, has a small chateau with several vineyards, and every year we are invited to join in on the first or last day of the ""vendange"" - the grape harvest. and, every year, madame jacquot prepares and cooks the most delicious food for all of the grape pickers, family and invited friends. this year (2009) the harvest started on the 1st october, and this is the dish she made for us, served simply with fresh salads, assorted local breads, local butter, cheese and of course local wine, pineau and cognac. i asked her for the recipe and she rattled out the ingredients at a rapid pace, whilst i scribbled them down on the back of an envelope!  i have recreated this recipe at home twice now, and this is almost as good as hers is! (mind you, she set hers out on long tables with white linen and beautiful old vintage crockery.......i found out that the white linen were bed sheets! never used on a bed she stressed, kept for large gatherings.) the key to this recipe is simplicity and good sausages and wine. i used local toulouse sausages, meaty and with a high 85% meat content. but you can use any good, meaty sausages that you have available locally - i bet high quality venison or angus beef sausages would be brilliant in this dish. also, do try to source â€œlentilles vert de puyâ€ â€“ green puy lentils; they make all the difference to this wonderful harvest dish. i hope you enjoy this recipe as much as we did, sitting at the long table in the old barn, under ancient beams and with beaming faces and loud laughter. ( ps: i cut this recipe right back from 30 people to just 4! please adjust the amounts to suit.)","['oil', 'smoked bacon', 'sausages', 'onions', 'fresh thyme', 'dry green lentils', 'garlic cloves', 'beef stock', 'red wine', 'salt', 'pepper']",11
a great appetiser   mushroom salt and pepper,55,"[2144.0, 358.0, 2.0, 43.0, 14.0, 150.0, 5.0]",21,"['heat oil in a wok', 'in the meantime , wash and drain the canned mushrooms', 'remove the stem of each mushroom', 'put into a large bowl', 'add cornflour , maida , salt and a little water', 'mix well', 'put each mushroom , one at a time , into the hot oil and fry until light brown', 'remove onto a clean paper napkin so as to drain out the excess oil', 'prepare red chilli paste by heating a little garlic in a pan and then adding it to a little red chilli powder', 'mix well and then add a little water to prepare the red chilli paste', 'now , take 1 tsp', 'of this same hot oil in a pan', 'add garlic and ginger', 'stir-fry till the raw smell of the same is gone', 'add green chillies , onion , the prepared red chilli paste , vinegar , soya sauce and the green portion of spring onion', 'mix well', 'add the fried mushrooms', 'toss the mushrooms in the mixture until well mixed', 'transfer into a serving bowl', 'garnish with corriander leaves', 'serve immediately']","from the tv show - mirch masala on star plus. this is am amazing appetiser that was on air this morning at 11:30am oman time. with alot of improvements, mirch masala has made a comeback once again, and this time, it looks even more promising than before! i'm making this for lunch today, for mom and me:)","['canned mushrooms', 'cornflour', 'maida flour', 'water', 'salt', 'oil', 'garlic', 'ginger', 'green chili', 'onions', 'red chili paste', 'vinegar', 'soya sauce', 'spring onion', 'fresh coriander leaves']",15
a great brisket  not smoked,305,"[1360.3, 132.0, 61.0, 264.0, 167.0, 165.0, 18.0]",6,"['generously salt and pepper brisket and rub it in good', 'put the brisket in the bag and pour the whole bottle of liquid smoke over it and rub it in good too', 'pour the 2 cans of consumme over the meat', 'pour bbq sauce over the whole mess and tie up the bag and follow bag directions', 'bake at 250 or 300 degrees for 5 or 6 hours', 'be sure that the fat side of the brisket is on top so it can baste itself']",this a good brisket to make if you don't have the time or don't want to mess with the smoker. you can put it in the oven in the morning and come home from church and supper is just about ready.,"['beef brisket', 'beef consomme', 'liquid smoke', 'barbecue sauce', 'roasting bag', 'salt and pepper']",6
a great monte cristo sandwich   longmeadow,20,"[424.7, 25.0, 11.0, 31.0, 79.0, 20.0, 9.0]",20,"['in a bowl , put turkey , oil , and seasonings , rubbing over turkey', ""heat a saute' pan on medium heat , spraying with non-stick spray"", 'add turkey and cook 3 minutes a side', 'set on plate', 'in a shallow dish , mix together egg white , milk , and salt & pepper if desired , whisk thoroughly', 'spread approximately 2 teaspoons mustard on 2 slices of bread', 'put bread with mustard side up on work area', 'layer spinach , pear and turkey , and cheese onto each mustard topped bread', 'spread other 2 bread slices with mustard , and top the layered sandwich , mustard side down', 'in same skillet heat remaining oil over a medium heat', 'using a spatula , dip sandwich in egg / milk mixture', 'flip sandwich , and do the same to the other side', 'do the same with second sandwich', ""transfer to pan , and heat and saute' sandwich turn sandwich and cook on second side"", 'cut in half and serve on porch with gloves and a scarf , or summer shorts , your choice', 'oh and a pickle', 'must have a pickle', 'and chips too !', 'ok , maybe an apple', 'whatever , take a break']","adapted from ""clean eating"" sept 2009","['turkey breast', 'vegetable oil', 'oregano', 'sea salt', 'pepper', 'egg white', 'skim milk', 'cayenne pepper', 'dijon mustard', 'bread', 'spinach leaves', 'pear', 'low-fat swiss cheese']",13
